r0,phi,effort,reputation,A_prime,A_second,attenuation,relocation,soc_denominator,de_dphi
-1.475,0.43999999999999995,1.0,0.7342806400000002,0.9488395181273093,-3.450940097398776,-0.4408687937026729,3.5424595690941016,4.16946317157845,1.275572552926286
-1.475,0.4499999999999999,1.0,0.7199331250000002,0.9984753045370334,-3.4640895479190084,-0.485258998004998,3.69527421979314,4.140351135081039,1.3294460836721953
-1.475,0.4599999999999999,1.0,0.7049335600000002,1.0503695823318828,-3.4504488937769184,-0.5334196886914232,3.819845185134965,4.085379782137898,1.3794061802199287
-1.475,0.4699999999999999,1.0,0.6892674550000001,1.1041014290953695,-3.403349574668967,-0.5853504136492009,3.9050306442909832,3.9996800371695307,1.423219263189206
-1.475,0.4799999999999999,1.0,0.6729203200000002,1.15907395069286,-3.3154834111425973,-0.6409215317751238,3.937846130979526,3.8782579162055364,1.4577167322633873
-1.475,0.48999999999999994,1.0,0.6558776650000002,1.2144833118289389,-3.1791639206441533,-0.6998338636083075,3.903685667973737,3.716292103434948,1.4783027621692404
-1.475,0.49999999999999994,1.0,0.638125,1.269290955924734,-2.9867516776292202,-0.7615745735548403,3.7868277832741466,3.5095508952152055,1.478124437072191
-1.475,0.5099999999999999,1.0,0.6196478350000003,1.3222037150567387,-2.73127440554335,-0.8253724470870183,3.5713132586309553,3.254934258415777,1.4466043344564228
-1.475,0.5199999999999999,1.0,0.6004316800000001,1.371667990885365,-2.407255134436759,-0.8901576593649662,3.242264881793693,2.951126916990151,1.3666900723379225
-1.475,0.5299999999999999,1.0,0.5804620450000002,1.415885383608374,-2.0117288941851816,-0.9545332902134213,2.787673433903602,2.5993182480312553,1.2093082729571707
-1.475,0.5399999999999999,1.0,0.5597244400000002,1.4528575498813199,-1.5453780185194115,-1.0167678277089427,2.200589789376422,2.203905640304993,0.9210733307476762
-1.475,0.5499999999999999,1.0,0.5382043750000002,1.4804670305226955,-1.0136511019006937,-1.0748190641594768,1.4815386408088542,1.773055622518883,0.3933449042443068
-1.475,0.5599999999999999,1.0,0.5158873600000002,1.4965976430621144,-0.4276619524205437,-1.1263992500742697,0.6408178482573637,1.3189631475085808,-0.6312918676601027
-1.475,0.57,1.0,0.4927589050000002,1.4992923709643364,0.19538659941910255,-1.169088219183151,-0.2997972286281715,0.8576409560963161,-2.9368598872645233
-1.475,0.58,1.0,0.4688045200000001,1.486938698333977,0.8325147086506375,-1.2004948274869196,-1.306506972396076,0.40810645199224505,-10.533725490894847
-1.475,0.59,1.0,0.4440097150000001,1.4584621867005794,1.456205307345405,-1.2184576492571317,-2.3346137978163837,-0.009075058169713879,nan
-1.475,0.6,1.0,0.41836000000000007,1.4135009864701076,2.036607384251735,-1.221264852310173,-3.3316107468884923,-0.3737896020642588,nan
-1.475,0.61,1.0,0.3918408850000001,1.352529848705023,2.5445122263869395,-1.2078632560875338,-4.242118122723416,-0.6686515823463892,nan
-1.475,0.62,1.0,0.3644378800000001,1.276904765849119,2.9546719903337983,-1.1780212607817633,-5.014054170525291,-0.8811613275935448,nan
-1.475,0.63,0.08270000000000001,-0.21420901452000002,0.08039148880234252,0.4692453630128459,-0.0765777165735594,-0.5635538555102243,0.710366449109473,-1.5452103834671802
-1.475,0.6399999999999999,0.0689,-0.24269193727999985,0.068052735151404,0.39894655380059774,-0.06689856076323618,-0.4832870939127003,0.7616370620304092,-1.2386882130453554
-1.475,0.6499999999999999,0.05765,-0.27006507999999985,0.057946648790625714,0.3408981226485548,-0.058757901873694465,-0.41651069287167014,0.8031522014555971,-1.0147103143869922
-1.475,0.6599999999999999,0.048400000000000006,-0.29671788511999986,0.049525647012757676,0.2922071280680377,-0.05177609241301737,-0.35994753539140517,0.837203072159581,-0.843287744939212
-1.475,0.6699999999999999,0.0407,-0.3229650882799998,0.04241213574135794,0.25084943976952795,-0.04569313856230938,-0.3113433706716839,0.865400724372728,-0.7074507068996897
-1.475,0.6799999999999999,0.0342,-0.34905053952,0.036342425288220515,0.21539681114768833,-0.04033136988785559,-0.26914556864235367,0.8888981908394776,-0.5970037804256356
-1.475,0.69,0.0287,-0.37512460163999994,0.031134214040323967,0.18485644002545226,-0.03557519833103577,-0.23232047999175925,0.9085264017558679,-0.5056254980771072
-1.475,0.7,0.024,-0.4013306,0.026644688713942054,0.1584418914074436,-0.03133415392759586,-0.2000543115271791,0.9249446693044546,-0.4289698446902162
-1.475,0.71,0.020050000000000002,-0.4277271574399999,0.02277168009833157,0.1355890155169455,-0.027550089450165467,-0.17179569958642354,0.9386526577415373,-0.36416899151274235
-1.475,0.72,0.0167,-0.45442211327999993,0.01942335001902838,0.11578310852537871,-0.024165755159674347,-0.14701701269841372,0.9500865662554381,-0.30895674311190835
-1.475,0.73,0.013850000000000001,-0.48149276335999996,0.016527507192712107,0.0986172129437824,-0.021138020599191076,-0.12530855484634648,0.9595990327007493,-0.2616918699245364
-1.475,0.74,0.01145,-0.50898861184,0.014025700052495144,0.08375983575274845,-0.018433136036991215,-0.10633904225199171,0.967482026391155,-0.22114425579471364
-1.475,0.7499999999999999,0.0094,-0.5369806249999998,0.011865842947076665,0.0709129021145804,-0.016018887978553494,-0.08979886276328912,0.973989449438213,-0.1862966669600309
-1.475,0.7599999999999999,0.0077,-0.5654903321599998,0.010006440143662568,0.05983804807687295,-0.013871327584750797,-0.07544373214557404,0.979330922937857,-0.15638533930199683
-1.475,0.7699999999999999,0.00625,-0.5945834599999998,0.008408182600421001,0.050307501830012744,-0.011964507513095066,-0.06302511351788115,0.9836935323275608,-0.1307200346825577
-1.475,0.7799999999999999,0.005050000000000001,-0.6242786700799998,0.007039183569708698,0.0421358846698961,-0.01027833428114585,-0.05234074327518043,0.9872328962148738,-0.10876467310945422
-1.475,0.7899999999999999,0.0041,-0.6545951529199998,0.005870759618719788,0.035155558496160165,-0.008793458587303246,-0.04320038762040259,0.9900842883536277,-0.09004935118495651
-1.475,0.7999999999999999,0.0032500000000000003,-0.6856111999999999,0.00487548896908079,0.029205354335437923,-0.0074887510565080926,-0.035411527084686555,0.992367217111407,-0.07412906298612142
